id,card_id,version_type,version_suffix,has_star_mark,rarity_variant,source_description,created_at,updated_at,series_id,illustration_type
3203,2348,normal,,0,,,2026-02-15 14:47:47.595846,2026-02-16 18:08:38.963115,51,
3204,2349,normal,,0,,,2026-02-15 14:47:47.598143,2026-02-16 18:08:38.963689,51,
3205,2350,normal,,0,,,2026-02-15 14:47:47.599676,2026-02-16 18:08:38.964221,51,
3206,2351,normal,,0,,,2026-02-15 14:47:47.601984,2026-02-16 18:08:38.964807,51,
3207,2352,normal,,0,,,2026-02-15 14:47:47.603508,2026-02-16 18:08:38.965345,51,
3208,2353,normal,,0,,,2026-02-15 14:47:47.605830,2026-02-16 18:08:38.965868,51,
3209,2354,normal,,0,,,2026-02-15 14:47:47.608172,2026-02-16 18:08:38.966460,51,
3210,2355,normal,,0,,,2026-02-15 14:47:47.609692,2026-02-16 18:08:38.967025,51,
3211,2356,normal,,0,,,2026-02-15 14:47:47.611980,2026-02-16 18:08:38.967621,51,
3212,2357,normal,,0,,,2026-02-15 14:47:47.614382,2026-02-16 18:08:38.968163,51,
3213,2358,normal,,0,,,2026-02-15 14:47:47.615892,2026-02-16 18:08:38.968736,51,
3214,2359,normal,,0,,,2026-02-15 14:47:47.617465,2026-02-16 18:08:38.969290,51,
3215,2360,normal,,0,,,2026-02-15 14:47:47.619876,2026-02-16 18:08:38.969883,51,
3216,2361,normal,,0,,,2026-02-15 14:47:47.622913,2026-02-16 18:08:38.970453,51,
3217,2362,normal,,0,,,2026-02-15 14:47:47.625272,2026-02-16 18:08:38.971005,51,
3218,2363,normal,,0,,,2026-02-15 14:47:47.626781,2026-02-16 18:08:38.971553,51,
3219,2364,normal,,0,,,2026-02-15 14:47:47.629087,2026-02-16 18:08:38.972074,51,
3220,2365,normal,,0,,,2026-02-15 14:47:47.630617,2026-02-16 18:08:38.972609,51,
3221,2366,normal,,0,,,2026-02-15 14:47:47.632144,2026-02-16 18:08:38.973118,51,
3222,2367,normal,,0,,,2026-02-15 14:47:47.634470,2026-02-16 18:08:38.973701,51,
3223,2368,normal,,0,,,2026-02-15 14:47:47.636159,2026-02-16 18:08:38.974251,51,
3224,2369,normal,,0,,,2026-02-15 14:47:47.637673,2026-02-16 18:08:38.974820,51,
3225,2370,normal,,0,,,2026-02-15 14:47:47.639241,2026-02-16 18:08:38.975379,51,
3226,2371,normal,,0,,,2026-02-15 14:47:47.640758,2026-02-16 18:08:38.975913,51,
3227,2372,normal,,0,,,2026-02-15 14:47:47.642342,2026-02-16 18:08:38.976485,51,
3228,2373,normal,,0,,,2026-02-15 14:47:47.644638,2026-02-16 18:08:38.977020,51,
3229,2374,normal,,0,,,2026-02-15 14:47:47.646982,2026-02-16 18:08:38.977582,51,
3230,2375,normal,,0,,,2026-02-15 14:47:47.649409,2026-02-16 18:08:38.978122,51,
3231,2376,normal,,0,,,2026-02-15 14:47:47.650957,2026-02-16 18:08:38.978698,51,
3232,2377,normal,,0,,,2026-02-15 14:47:47.652516,2026-02-16 18:08:38.979235,51,
3233,2378,normal,,0,,,2026-02-15 14:47:47.654005,2026-02-16 18:08:38.979801,51,
3234,2379,normal,,0,,,2026-02-15 14:47:47.655549,2026-02-16 18:08:38.980341,51,
3235,2380,normal,,0,,,2026-02-15 14:47:47.657066,2026-02-16 18:08:38.980881,51,
3236,2381,normal,,0,,,2026-02-15 14:47:47.660207,2026-02-16 18:08:38.981462,51,
3237,2382,normal,,0,,,2026-02-15 14:47:47.661778,2026-02-16 18:08:38.982000,51,
3238,2383,normal,,0,,,2026-02-15 14:47:47.664086,2026-02-16 18:08:38.982549,51,
3239,2384,normal,,0,,,2026-02-15 14:47:47.666422,2026-02-16 18:08:38.983067,51,
3240,2385,normal,,0,,,2026-02-15 14:47:47.667939,2026-02-16 18:08:38.983621,51,
3241,2386,normal,,0,,,2026-02-15 14:47:47.669510,2026-02-16 18:08:38.984204,51,
3242,2387,normal,,0,,,2026-02-15 14:47:47.671823,2026-02-16 18:08:38.984793,51,
3243,2388,normal,,0,,,2026-02-15 14:47:47.673422,2026-02-16 18:08:38.985345,51,
3244,2389,normal,,0,,,2026-02-15 14:47:47.674927,2026-02-16 18:08:38.985875,51,
3245,2390,normal,,0,,,2026-02-15 14:47:47.676447,2026-02-16 18:08:38.986431,51,
3246,2391,normal,,0,,,2026-02-15 14:47:47.677953,2026-02-16 18:08:38.986949,51,
3247,2392,normal,,0,,,2026-02-15 14:47:47.680289,2026-02-16 18:08:38.987494,51,
3248,2393,normal,,0,,,2026-02-15 14:47:47.682581,2026-02-16 18:08:38.988086,51,
3249,2394,normal,,0,,,2026-02-15 14:47:47.684203,2026-02-16 18:08:38.988668,51,
3250,2395,normal,,0,,,2026-02-15 14:47:47.686503,2026-02-16 18:08:38.989194,51,
3251,2396,normal,,0,,,2026-02-15 14:47:47.688753,2026-02-16 18:08:38.989748,51,
3252,2397,normal,,0,,,2026-02-15 14:47:47.691017,2026-02-16 18:08:38.990295,51,
3253,2398,normal,,0,,,2026-02-15 14:47:47.692540,2026-02-16 18:08:38.990847,51,
3254,2399,normal,,0,,,2026-02-15 14:47:47.694049,2026-02-16 18:08:38.991394,51,
3255,2400,normal,,0,,,2026-02-15 14:47:47.696309,2026-02-16 18:08:38.991952,51,
3256,2401,normal,,0,,,2026-02-15 14:47:47.698568,2026-02-16 18:08:38.992582,51,
3257,2402,normal,,0,,,2026-02-15 14:47:47.700873,2026-02-16 18:08:38.993116,51,
3258,2403,normal,,0,,,2026-02-15 14:47:47.703225,2026-02-16 18:08:38.993667,51,
3259,2404,normal,,0,,,2026-02-15 14:47:47.704748,2026-02-16 18:08:38.994183,51,
3260,2405,normal,,0,,,2026-02-15 14:47:47.706304,2026-02-16 18:08:38.994863,51,
3261,2406,normal,,0,,,2026-02-15 14:47:47.708587,2026-02-16 18:08:38.995432,51,
3262,2407,normal,,0,,,2026-02-15 14:47:47.710875,2026-02-16 18:08:38.995968,51,
3263,2408,normal,,0,,,2026-02-15 14:47:47.713172,2026-02-16 18:08:38.996516,51,
3264,2409,normal,,0,,,2026-02-15 14:47:47.715520,2026-02-16 18:08:38.997087,51,
3265,2410,normal,,0,,,2026-02-15 14:47:47.717830,2026-02-16 18:08:38.997890,51,
3266,2411,normal,,0,,,2026-02-15 14:47:47.719389,2026-02-16 18:08:38.998679,51,
3267,2412,normal,,0,,,2026-02-15 14:47:47.722493,2026-02-16 18:08:38.999480,51,
3268,2413,normal,,0,,,2026-02-15 14:47:47.724008,2026-02-16 18:08:39.000247,51,
3269,2414,normal,,0,,,2026-02-15 14:47:47.726354,2026-02-16 18:08:39.000846,51,
3270,2415,normal,,0,,,2026-02-15 14:47:47.729461,2026-02-16 18:08:39.001478,51,
3271,2416,normal,,0,,,2026-02-15 14:47:47.731771,2026-02-16 18:08:39.002017,51,
3272,2417,normal,,0,,,2026-02-15 14:47:47.734046,2026-02-16 18:08:39.002595,51,
3273,2418,normal,,0,,,2026-02-15 14:47:47.736416,2026-02-16 18:08:39.003129,51,
3274,2419,normal,,0,,,2026-02-15 14:47:47.738755,2026-02-16 18:08:39.003754,51,
3275,2420,normal,,0,,,2026-02-15 14:47:47.741077,2026-02-16 18:08:39.004345,51,
3276,2421,normal,,0,,,2026-02-15 14:47:47.743383,2026-02-16 18:08:39.004916,51,
3277,2422,normal,,0,,,2026-02-15 14:47:47.745674,2026-02-16 18:08:39.005512,51,
3278,2423,normal,,0,,,2026-02-15 14:47:47.747973,2026-02-16 18:08:39.006050,51,
3279,2424,normal,,0,,,2026-02-15 14:47:47.750410,2026-02-16 18:08:39.006648,51,
3280,2425,normal,,0,,,2026-02-15 14:47:47.752762,2026-02-16 18:08:39.007204,51,
3281,2426,normal,,0,,,2026-02-15 14:47:47.755096,2026-02-16 18:08:39.007800,51,
3282,2427,normal,,0,,,2026-02-15 14:47:47.757431,2026-02-16 18:08:39.008359,51,
3283,2428,normal,,0,,,2026-02-15 14:47:47.759846,2026-02-16 18:08:39.008899,51,
3284,2429,normal,,0,,,2026-02-15 14:47:47.762196,2026-02-16 18:08:39.009458,51,
3285,2430,normal,,0,,,2026-02-15 14:47:47.764505,2026-02-16 18:08:39.009982,51,
3286,2431,normal,,0,,,2026-02-15 14:47:47.766840,2026-02-16 18:08:39.010571,51,
3287,2432,normal,,0,,,2026-02-15 14:47:47.769335,2026-02-16 18:08:39.011112,51,
3288,2433,normal,,0,,,2026-02-15 14:47:47.771791,2026-02-16 18:08:39.011665,51,
3289,2434,normal,,0,,,2026-02-15 14:47:47.774093,2026-02-16 18:08:39.012229,51,
3290,2435,normal,,0,,,2026-02-15 14:47:47.776403,2026-02-16 18:08:39.012775,51,
3291,2436,normal,,0,,,2026-02-15 14:47:47.778676,2026-02-16 18:08:39.013333,51,
3292,2437,normal,,0,,,2026-02-15 14:47:47.780972,2026-02-16 18:08:39.013855,51,
3293,2438,normal,,0,,,2026-02-15 14:47:47.783294,2026-02-16 18:08:39.014430,51,
3294,2439,normal,,0,,,2026-02-15 14:47:47.785603,2026-02-16 18:08:39.014981,51,
3295,2440,normal,,0,,,2026-02-15 14:47:47.787908,2026-02-16 18:08:39.015557,51,
3296,2441,normal,,0,,,2026-02-15 14:47:47.790240,2026-02-16 18:08:39.016081,51,
3297,2442,normal,,0,,,2026-02-15 14:47:47.792607,2026-02-16 18:08:39.016619,51,
3298,2443,normal,,0,,,2026-02-15 14:47:47.794901,2026-02-16 18:08:39.017134,51,
3299,2444,normal,,0,,,2026-02-15 14:47:47.797198,2026-02-16 18:08:39.017717,51,
3300,2445,normal,,0,,,2026-02-15 14:47:47.799562,2026-02-16 18:08:39.018274,51,
3301,2446,normal,,0,,,2026-02-15 14:47:47.801876,2026-02-16 18:08:39.018818,51,
3302,2447,normal,,0,,,2026-02-15 14:47:47.804175,2026-02-16 18:08:39.019405,51,
3303,2448,normal,,0,,,2026-02-15 14:47:47.806484,2026-02-16 18:08:39.019950,51,
3304,2449,normal,,0,,,2026-02-15 14:47:47.809030,2026-02-16 18:08:39.020508,51,
3305,2450,normal,,0,,,2026-02-15 14:47:47.811470,2026-02-16 18:08:39.021029,51,
3306,2451,normal,,0,,,2026-02-15 14:47:47.813788,2026-02-16 18:08:39.021582,51,
3307,2452,normal,,0,,,2026-02-15 14:47:47.816074,2026-02-16 18:08:39.022096,51,
3308,2453,normal,,0,,,2026-02-15 14:47:47.818402,2026-02-16 18:08:39.022629,51,
3309,2454,normal,,0,,,2026-02-15 14:47:47.820703,2026-02-16 18:08:39.023170,51,
3310,2455,normal,,0,,,2026-02-15 14:47:47.822995,2026-02-16 18:08:39.023743,51,
3311,2456,normal,,0,,,2026-02-15 14:47:47.825303,2026-02-16 18:08:39.024331,51,
3312,2457,normal,,0,,,2026-02-15 14:47:47.827613,2026-02-16 18:08:39.024870,51,
3313,2458,normal,,0,,,2026-02-15 14:47:47.829953,2026-02-16 18:08:39.025439,51,
3314,2459,normal,,0,,,2026-02-15 14:47:47.832248,2026-02-16 18:08:39.025966,51,
3315,2460,normal,,0,,,2026-02-15 14:47:47.834555,2026-02-16 18:08:39.026556,51,
3316,2461,normal,,0,,,2026-02-15 14:47:47.836866,2026-02-16 18:08:39.027107,51,
3317,2462,normal,,0,,,2026-02-15 14:47:47.839157,2026-02-16 18:08:39.027667,51,
3318,2463,normal,,0,,,2026-02-15 14:47:47.841494,2026-02-16 18:08:39.028186,51,
3319,2464,normal,,0,,,2026-02-15 14:47:47.843811,2026-02-16 18:08:39.028748,51,
3320,2465,normal,,0,,,2026-02-15 14:47:47.846091,2026-02-16 18:08:39.029274,51,
3321,2466,normal,,0,,,2026-02-15 14:47:47.848397,2026-02-16 18:08:39.029792,51,
3322,2467,normal,,0,,,2026-02-15 14:47:47.850720,2026-02-16 18:08:39.030335,51,
3323,2468,normal,,0,,,2026-02-15 14:47:47.853005,2026-02-16 18:08:39.030907,51,
3324,2469,normal,,0,,,2026-02-15 14:47:47.855350,2026-02-16 18:08:39.031462,51,
3325,2470,normal,,0,,,2026-02-15 14:47:47.857651,2026-02-16 18:08:39.031989,51,
3326,2471,normal,,0,,,2026-02-15 14:47:47.860724,2026-02-16 18:08:39.032532,51,
3327,2472,normal,,0,,,2026-02-15 14:47:47.863005,2026-02-16 18:08:39.033063,51,
3328,2473,normal,,0,,,2026-02-15 14:47:47.865297,2026-02-16 18:08:39.033621,51,
3329,2474,normal,,0,,,2026-02-15 14:47:47.867649,2026-02-16 18:08:39.034177,51,
3330,2475,normal,,0,,,2026-02-15 14:47:47.869934,2026-02-16 18:08:39.034738,51,
3331,2476,normal,,0,,,2026-02-15 14:47:55.536051,2026-02-16 18:08:39.035300,52,
3332,2477,normal,,0,,,2026-02-15 14:47:55.537794,2026-02-16 18:08:39.035839,52,
3333,2478,normal,,0,,,2026-02-15 14:47:55.541656,2026-02-16 18:08:39.036371,52,
3334,2479,normal,,0,,,2026-02-15 14:47:55.543172,2026-02-16 18:08:39.036886,52,
3335,2480,normal,,0,,,2026-02-15 14:47:55.545504,2026-02-16 18:08:39.037454,52,
3336,2481,normal,,0,,,2026-02-15 14:47:55.548425,2026-02-16 18:08:39.038073,52,
3337,2482,normal,,0,,,2026-02-15 14:47:55.552165,2026-02-16 18:08:39.038642,52,
3338,2483,normal,,0,,,2026-02-15 14:47:55.555849,2026-02-16 18:08:39.039165,52,
3339,2484,normal,,0,,,2026-02-15 14:47:55.558071,2026-02-16 18:08:39.039722,52,
3340,2485,normal,,0,,,2026-02-15 14:47:55.560383,2026-02-16 18:08:39.040252,52,
3341,2486,normal,,0,,,2026-02-15 14:47:55.563355,2026-02-16 18:08:39.040829,52,
3342,2487,normal,,0,,,2026-02-15 14:47:55.565585,2026-02-16 18:08:39.041378,52,
3343,2488,normal,,0,,,2026-02-15 14:47:55.567793,2026-02-16 18:08:39.041928,52,
3344,2489,normal,,0,,,2026-02-15 14:47:55.570793,2026-02-16 18:08:39.042489,52,
3345,2490,normal,,0,,,2026-02-15 14:47:55.572993,2026-02-16 18:08:39.043011,52,
3346,2491,normal,,0,,,2026-02-15 14:47:55.575274,2026-02-16 18:08:39.043560,52,
3347,2492,normal,,0,,,2026-02-15 14:47:55.576782,2026-02-16 18:08:39.044121,52,
3348,2493,normal,,0,,,2026-02-15 14:47:55.579781,2026-02-16 18:08:39.044716,52,
3349,2494,normal,,0,,,2026-02-15 14:47:55.583448,2026-02-16 18:08:39.045276,52,
3350,2495,normal,,0,,,2026-02-15 14:47:55.587091,2026-02-16 18:08:39.045882,52,
3351,2496,normal,,0,,,2026-02-15 14:47:55.589319,2026-02-16 18:08:39.046449,52,
3352,2497,normal,,0,,,2026-02-15 14:47:55.591621,2026-02-16 18:08:39.046977,52,
3353,2498,normal,,0,,,2026-02-15 14:47:55.594590,2026-02-16 18:08:39.047518,52,
3354,2499,normal,,0,,,2026-02-15 14:47:55.596820,2026-02-16 18:08:39.048070,52,
3355,2500,normal,,0,,,2026-02-15 14:47:55.599814,2026-02-16 18:08:39.048657,52,
3356,2501,normal,,0,,,2026-02-15 14:47:55.602084,2026-02-16 18:08:39.049223,52,
3357,2502,normal,,0,,,2026-02-15 14:47:55.605802,2026-02-16 18:08:39.049781,52,
3358,2503,normal,,0,,,2026-02-15 14:47:55.608740,2026-02-16 18:08:39.050362,52,
3359,2504,normal,,0,,,2026-02-15 14:47:55.612514,2026-02-16 18:08:39.050922,52,
3360,2505,normal,,0,,,2026-02-15 14:47:55.616145,2026-02-16 18:08:39.051472,52,
3361,2506,normal,,0,,,2026-02-15 14:47:55.619147,2026-02-16 18:08:39.051989,52,
3362,2507,normal,,0,,,2026-02-15 14:47:55.622085,2026-02-16 18:08:39.052528,52,
3363,2508,normal,,0,,,2026-02-15 14:47:55.625847,2026-02-16 18:08:39.053058,52,
3364,2509,normal,,0,,,2026-02-15 14:47:55.628818,2026-02-16 18:08:39.053626,52,
3365,2510,normal,,0,,,2026-02-15 14:47:55.631175,2026-02-16 18:08:39.054170,52,
3366,2511,normal,,0,,,2026-02-15 14:47:55.634876,2026-02-16 18:08:39.054733,52,
3367,2512,normal,,0,,,2026-02-15 14:47:55.637063,2026-02-16 18:08:39.055285,52,
3368,2513,normal,,0,,,2026-02-15 14:47:55.639996,2026-02-16 18:08:39.055882,52,
3369,2514,normal,,0,,,2026-02-15 14:47:55.642953,2026-02-16 18:08:39.056431,52,
3370,2515,normal,,0,,,2026-02-15 14:47:55.644406,2026-02-16 18:08:39.056989,52,
3371,2516,normal,,0,,,2026-02-15 14:47:55.646646,2026-02-16 18:08:39.057563,52,
3372,2517,normal,,0,,,2026-02-15 14:47:55.649597,2026-02-16 18:08:39.058090,52,
3373,2518,normal,,0,,,2026-02-15 14:47:55.651835,2026-02-16 18:08:39.058644,52,
3374,2519,normal,,0,,,2026-02-15 14:47:55.654805,2026-02-16 18:08:39.059166,52,
3375,2520,normal,,0,,,2026-02-15 14:47:55.657746,2026-02-16 18:08:39.059721,52,
3376,2521,normal,,0,,,2026-02-15 14:47:55.660068,2026-02-16 18:08:39.060233,52,
3377,2522,normal,,0,,,2026-02-15 14:47:55.664541,2026-02-16 18:08:39.060815,52,
3378,2523,normal,,0,,,2026-02-15 14:47:55.668211,2026-02-16 18:08:39.061376,52,
3379,2524,normal,,0,,,2026-02-15 14:47:55.671252,2026-02-16 18:08:39.061927,52,
3380,2525,normal,,0,,,2026-02-15 14:47:55.675296,2026-02-16 18:08:39.062471,52,
3381,2526,normal,,0,,,2026-02-15 14:47:55.677501,2026-02-16 18:08:39.062988,52,
3382,2527,normal,,0,,,2026-02-15 14:47:55.679771,2026-02-16 18:08:39.063565,52,
3383,2528,normal,,0,,,2026-02-15 14:47:55.682034,2026-02-16 18:08:39.064135,52,
3384,2529,normal,,0,,,2026-02-15 14:47:55.684356,2026-02-16 18:08:39.064719,52,
3385,2530,normal,,0,,,2026-02-15 14:47:55.687312,2026-02-16 18:08:39.065278,52,
3386,2531,normal,,0,,,2026-02-15 14:47:55.690998,2026-02-16 18:08:39.065834,52,
3387,2532,normal,,0,,,2026-02-15 14:47:55.694688,2026-02-16 18:08:39.066400,52,
3388,2533,normal,,0,,,2026-02-15 14:47:55.696887,2026-02-16 18:08:39.066933,52,
3389,2534,normal,,0,,,2026-02-15 14:47:55.700628,2026-02-16 18:08:39.067482,52,
3390,2535,normal,,0,,,2026-02-15 14:47:55.702101,2026-02-16 18:08:39.068035,52,
3391,2536,normal,,0,,,2026-02-15 14:47:55.705071,2026-02-16 18:08:39.068643,52,
3392,2537,normal,,0,,,2026-02-15 14:47:55.708077,2026-02-16 18:08:39.069177,52,
3393,2538,normal,,0,,,2026-02-15 14:47:55.711860,2026-02-16 18:08:39.069742,52,
3394,2539,normal,,0,,,2026-02-15 14:47:55.715544,2026-02-16 18:08:39.070370,52,
3395,2540,normal,,0,,,2026-02-15 14:47:55.719311,2026-02-16 18:08:39.070937,52,
3396,2541,normal,,0,,,2026-02-15 14:47:55.722245,2026-02-16 18:08:39.071491,52,
3397,2542,normal,,0,,,2026-02-15 14:47:55.725910,2026-02-16 18:08:39.072020,52,
3398,2543,normal,,0,,,2026-02-15 14:47:55.729626,2026-02-16 18:08:39.072580,52,
3399,2544,normal,,0,,,2026-02-15 14:47:55.731809,2026-02-16 18:08:39.073101,52,
3400,2545,normal,,0,,,2026-02-15 14:47:55.734768,2026-02-16 18:08:39.073644,52,
3401,2546,normal,,0,,,2026-02-15 14:47:55.737774,2026-02-16 18:08:39.074167,52,
3402,2547,normal,,0,,,2026-02-15 14:47:55.741621,2026-02-16 18:08:39.074743,52,
3403,2548,normal,,0,,,2026-02-15 14:47:55.743826,2026-02-16 18:08:39.075315,52,
3404,2549,normal,,0,,,2026-02-15 14:47:55.748025,2026-02-16 18:08:39.075882,52,
3405,2550,normal,,0,,,2026-02-15 14:47:55.753188,2026-02-16 18:08:39.076436,52,
3406,2551,normal,,0,,,2026-02-15 14:47:55.756103,2026-02-16 18:08:39.076985,52,
3407,2552,normal,,0,,,2026-02-15 14:47:55.759390,2026-02-16 18:08:39.077574,52,
3408,2553,normal,,0,,,2026-02-15 14:47:55.763099,2026-02-16 18:08:39.078118,52,
3409,2554,normal,,0,,,2026-02-15 14:47:55.766051,2026-02-16 18:08:39.078675,52,
3410,2555,normal,,0,,,2026-02-15 14:47:55.770419,2026-02-16 18:08:39.079196,52,
3411,2556,normal,,0,,,2026-02-15 14:47:55.773463,2026-02-16 18:08:39.079754,52,
3412,2557,normal,,0,,,2026-02-15 14:47:55.775700,2026-02-16 18:08:39.080291,52,
3413,2558,normal,,0,,,2026-02-15 14:47:55.779334,2026-02-16 18:08:39.080821,52,
3414,2559,normal,,0,,,2026-02-15 14:47:55.781598,2026-02-16 18:08:39.081386,52,
3415,2560,normal,,0,,,2026-02-15 14:47:55.784592,2026-02-16 18:08:39.082016,52,
3416,2561,normal,,0,,,2026-02-15 14:47:55.787588,2026-02-16 18:08:39.082601,52,
3417,2562,normal,,0,,,2026-02-15 14:47:55.789847,2026-02-16 18:08:39.083181,52,
3418,2563,normal,,0,,,2026-02-15 14:47:55.792770,2026-02-16 18:08:39.083792,52,
3419,2564,normal,,0,,,2026-02-15 14:47:55.797539,2026-02-16 18:08:39.084377,52,
3420,2565,normal,,0,,,2026-02-15 14:47:55.800582,2026-02-16 18:08:39.084917,52,
3421,2566,normal,,0,,,2026-02-15 14:47:55.803501,2026-02-16 18:08:39.085463,52,
3422,2567,normal,,0,,,2026-02-15 14:47:55.806489,2026-02-16 18:08:39.086005,52,
3423,2568,normal,,0,,,2026-02-15 14:47:55.809998,2026-02-16 18:08:39.086559,52,
3424,2569,normal,,0,,,2026-02-15 14:47:55.812307,2026-02-16 18:08:39.087108,52,
3425,2570,normal,,0,,,2026-02-15 14:47:55.816027,2026-02-16 18:08:39.087674,52,
3426,2571,normal,,0,,,2026-02-15 14:47:55.819107,2026-02-16 18:08:39.088204,52,
3427,2572,normal,,0,,,2026-02-15 14:47:55.822833,2026-02-16 18:08:39.088764,52,
3428,2573,normal,,0,,,2026-02-15 14:47:55.825847,2026-02-16 18:08:39.089309,52,
3429,2574,normal,,0,,,2026-02-15 14:47:55.828795,2026-02-16 18:08:39.089875,52,
3430,2575,normal,,0,,,2026-02-15 14:47:55.832551,2026-02-16 18:08:39.090449,52,
3431,2576,normal,,0,,,2026-02-15 14:47:55.834832,2026-02-16 18:08:39.091007,52,
3432,2577,normal,,0,,,2026-02-15 14:47:55.837827,2026-02-16 18:08:39.091561,52,
3433,2578,normal,,0,,,2026-02-15 14:47:55.840803,2026-02-16 18:08:39.092080,52,
3434,2579,normal,,0,,,2026-02-15 14:47:55.843716,2026-02-16 18:08:39.092631,52,
3435,2580,normal,,0,,,2026-02-15 14:47:55.846668,2026-02-16 18:08:39.093146,52,
3436,2581,normal,,0,,,2026-02-15 14:47:55.849593,2026-02-16 18:08:39.093676,52,
3437,2582,normal,,0,,,2026-02-15 14:47:55.852887,2026-02-16 18:08:39.094181,52,
3438,2583,normal,,0,,,2026-02-15 14:47:55.855449,2026-02-16 18:08:39.094743,52,
3439,2584,normal,,0,,,2026-02-15 14:48:57.194584,2026-02-16 18:08:39.095310,54,
3440,2585,normal,,0,,,2026-02-15 14:48:57.198018,2026-02-16 18:08:39.095865,54,
